case_id,protocol,tau_mode,readout_mode,initial_deviation_deg,initial_deviation_rad,rank_chi_tau,area_valid,max_abs_A_chi_tau,inv_A_chi_tau_constructed_control,native_max_f_AB,native_max_Q_raw,native_max_closure_relaxation,native_max_envelope_V_AB,native_max_V_AB,native_max_epsilon_c,derived_f_AB_over_A,derived_Q_raw_over_A,derived_closure_relaxation_over_A,derived_envelope_over_A,tau_is_step_used,external_c_used,f_A_or_f_B_used
near_pi_02deg,Protocol_B,tau_locked_90deg,readout_off,2.0,0.03490658503988659,1,False,6.938893903907228e-18,0.0,0.00014947535609722328,0.0,0.0,0.0012184696791468347,0.0012184696791468343,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_02deg,Protocol_B,tau_locked_90deg,readout_weak,2.0,0.03490658503988659,1,False,6.938893903907228e-18,0.0,0.00014947535609722328,1.523087098933543e-08,1.523087098933543e-08,0.0012184696791468343,0.0012184696791468343,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_02deg,Protocol_B,tau_locked_90deg,readout_normal,2.0,0.03490658503988659,1,False,1.0408340855860843e-17,0.0,0.00014947535609722328,7.615435494667714e-08,7.615435494667714e-08,0.0012184696791468343,0.0012184696791468343,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_02deg,Protocol_B,tau_locked_90deg,readout_strong,2.0,0.03490658503988659,1,False,6.938893903907228e-18,0.0,0.00014947535609722328,3.046174197867086e-07,3.046174197867086e-07,0.0012184696791468343,0.0012184696791468343,3.3306690738754696e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_02deg,Protocol_B,tau_independent_slow,readout_off,2.0,0.03490658503988659,2,True,0.003248672606784792,307.81802940423074,0.00014947535609722328,0.0,0.0,0.0012184696791468347,0.0012184696791468343,0.9997322758191283,0.04601120955834294,0.0,0.0,0.37506693552378395,False,False,False
near_pi_02deg,Protocol_B,tau_independent_slow,readout_weak,2.0,0.03490658503988659,2,True,0.003242441352605481,308.40958748458,0.00014947535609722328,1.523087098933543e-08,1.523087098933543e-08,0.0012184696791468343,0.0012184696791468343,1.0001293538666047,0.046099632913055334,4.6973466388517965e-06,4.6973466388517965e-06,0.37578773110814373,False,False,False
near_pi_02deg,Protocol_B,tau_independent_slow,readout_normal,2.0,0.03490658503988659,2,True,0.003217639857740998,310.7868015726496,0.00014947535609722328,7.615435494667714e-08,7.615435494667714e-08,0.0012184696791468343,0.0012184696791468343,1.0017183183396607,0.04645496783538887,2.3667768399706076e-05,2.3667768399706076e-05,0.3786842943952972,False,False,False
near_pi_02deg,Protocol_B,tau_independent_slow,readout_strong,2.0,0.03490658503988659,2,True,0.0031263705987174773,319.85971222037057,0.00014947535609722328,3.046174197867086e-07,3.046174197867086e-07,0.0012184696791468343,0.0012184696791468343,1.0076861969796984,0.047811144385295254,9.743484023028842e-05,9.743484023028842e-05,0.3897393609211537,False,False,False
near_pi_02deg,Protocol_B,tau_independent_c1,readout_off,2.0,0.03490658503988659,2,True,0.0038252030346360663,261.4240318606097,0.00014947535609722328,0.0,0.0,0.0012184696791468347,0.0012184696791468343,2.3314683517128287e-15,0.03907645025473649,0.0,0.0,0.31853725622246903,False,False,False
near_pi_02deg,Protocol_B,tau_independent_c1,readout_weak,2.0,0.03490658503988659,2,True,0.0038215331703986065,261.67508050066056,0.00014947535609722328,1.523087098933543e-08,1.523087098933543e-08,0.0012184696791468343,0.0012184696791468343,0.00015291033469400084,0.03911397583960581,3.985539392229525e-06,3.985539392229525e-06,0.31884315137836194,False,False,False
near_pi_02deg,Protocol_B,tau_independent_c1,readout_normal,2.0,0.03490658503988659,2,True,0.003806900216747841,262.6809065287979,0.00014947535609722328,7.615435494667714e-08,7.615435494667714e-08,0.0012184696791468343,0.0012184696791468343,0.0007648005411389214,0.03926432204333349,2.0004294993508997e-05,2.0004294993508997e-05,0.32006871989614394,False,False,False
near_pi_02deg,Protocol_B,tau_independent_c1,readout_strong,2.0,0.03490658503988659,2,True,0.00375268307733001,266.47600647147857,0.00014947535609722328,3.046174197867086e-07,3.046174197867086e-07,0.0012184696791468343,0.0012184696791468343,0.003062925647902448,0.03983159595869024,8.117323352640807e-05,8.117323352640807e-05,0.32469293410563227,False,False,False
near_pi_02deg,Protocol_B,tau_independent_fast,readout_off,2.0,0.03490658503988659,2,True,0.0025296042767613373,395.31874972962333,0.00014947535609722328,0.0,0.0,0.0012184696791468347,0.0012184696791468343,0.33318456050212075,0.05909041088774454,0.0,0.0,0.48168391014378203,False,False,False
near_pi_02deg,Protocol_B,tau_independent_fast,readout_weak,2.0,0.03490658503988659,2,True,0.0025248795675898404,396.058494367937,0.00014947535609722328,1.523087098933543e-08,1.523087098933543e-08,0.0012184696791468343,0.0012184696791468343,0.33326521948110943,0.059200984480977485,6.032315831948481e-06,6.032315831948481e-06,0.48258526655587847,False,False,False
near_pi_02deg,Protocol_B,tau_independent_fast,readout_normal,2.0,0.03490658503988659,2,True,0.00250606853674434,399.0313853503426,0.00014947535609722328,7.615435494667714e-08,7.615435494667714e-08,0.0012184696791468343,0.0012184696791468343,0.33358770859725917,0.05964535841921079,3.0387977754834297e-05,3.0387977754834297e-05,0.48620764407734873,False,False,False
near_pi_02deg,Protocol_B,tau_independent_fast,readout_strong,2.0,0.03490658503988659,2,True,0.0024367633602631385,410.38043180853356,0.00014947535609722328,3.046174197867086e-07,3.046174197867086e-07,0.0012184696791468343,0.0012184696791468343,0.33479494530801013,0.06134176117991281,0.0001250090282684708,0.0001250090282684708,0.5000361130738832,False,False,False
near_pi_05deg,Protocol_F,tau_disabled_control,readout_off,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_disabled_control,readout_weak,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,7.615435494667714e-08,7.615435494667714e-08,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_disabled_control,readout_normal,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,3.807717747333857e-07,3.807717747333857e-07,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_disabled_control,readout_strong,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,1.5230870989335428e-06,1.5230870989335428e-06,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_0deg,readout_off,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_0deg,readout_weak,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_0deg,readout_normal,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_0deg,readout_strong,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_90deg,readout_off,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_90deg,readout_weak,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_90deg,readout_normal,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_locked_90deg,readout_strong,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_F,tau_independent_slow,readout_off,5.0,0.08726646259971647,2,True,0.020304203792404947,49.25088470467692,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.999732275819128,0.018404483823337175,0.0,0.0,0.375066935523784,False,False,False
near_pi_05deg,Protocol_F,tau_independent_slow,readout_weak,5.0,0.08726646259971647,2,True,0.02026525845378424,49.34553399753284,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,1.0001293538666047,0.018439853165222148,4.6973466388518e-06,4.6973466388518e-06,0.375787731108144,False,False,False
near_pi_05deg,Protocol_F,tau_independent_slow,readout_normal,5.0,0.08726646259971647,2,True,0.020110249110881242,49.72588825162392,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,1.0017183183396607,0.018581987134155542,2.3667768399706072e-05,2.3667768399706072e-05,0.3786842943952971,False,False,False
near_pi_05deg,Protocol_F,tau_independent_slow,readout_strong,5.0,0.08726646259971647,2,True,0.019539816241984233,51.1775539552593,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,1.0076861969796984,0.019124457754118102,9.743484023028844e-05,9.743484023028844e-05,0.3897393609211537,False,False,False
near_pi_05deg,Protocol_F,tau_independent_c1,readout_off,5.0,0.08726646259971647,2,True,0.023907518966475413,41.82784509769756,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,2.220446049250313e-15,0.015630580101894595,0.0,0.0,0.31853725622246903,False,False,False
near_pi_05deg,Protocol_F,tau_independent_c1,readout_weak,5.0,0.08726646259971647,2,True,0.023884582314991288,41.868012880105695,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,0.00015291033469400084,0.015645590335842324,3.985539392229525e-06,3.985539392229525e-06,0.31884315137836194,False,False,False
near_pi_05deg,Protocol_F,tau_independent_c1,readout_normal,5.0,0.08726646259971647,2,True,0.023793126354673996,42.02894504460768,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,0.0007648005411389214,0.0157057288173334,2.0004294993509004e-05,2.0004294993509004e-05,0.32006871989614405,False,False,False
near_pi_05deg,Protocol_F,tau_independent_c1,readout_strong,5.0,0.08726646259971647,2,True,0.023454269233312564,42.63616103543657,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,0.003062925647902448,0.015932638383476094,8.117323352640807e-05,8.117323352640807e-05,0.32469293410563227,False,False,False
near_pi_05deg,Protocol_F,tau_independent_fast,readout_off,5.0,0.08726646259971647,2,True,0.015810026729758356,63.25099995673975,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.33318456050212075,0.02363616435509782,0.0,0.0,0.4816839101437821,False,False,False
near_pi_05deg,Protocol_F,tau_independent_fast,readout_weak,5.0,0.08726646259971647,2,True,0.015780497297436503,63.369359098869914,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,0.33326521948110943,0.02368039379239099,6.0323158319484806e-06,6.0323158319484806e-06,0.4825852665558784,False,False,False
near_pi_05deg,Protocol_F,tau_independent_fast,readout_normal,5.0,0.08726646259971647,2,True,0.015662928354652134,63.84502165605478,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,0.33358770859725906,0.0238581433676843,3.0387977754834283e-05,3.0387977754834283e-05,0.4862076440773485,False,False,False
near_pi_05deg,Protocol_F,tau_independent_fast,readout_strong,5.0,0.08726646259971647,2,True,0.015229771001644625,65.66086908936533,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,0.33479494530801013,0.02453670447196511,0.00012500902826847072,0.00012500902826847072,0.5000361130738828,False,False,False
near_pi_05deg,Protocol_B,tau_disabled_control,readout_off,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_disabled_control,readout_weak,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,7.615435494667714e-08,7.615435494667714e-08,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_disabled_control,readout_normal,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,3.807717747333857e-07,3.807717747333857e-07,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_disabled_control,readout_strong,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,1.5230870989335428e-06,1.5230870989335428e-06,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_0deg,readout_off,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_0deg,readout_weak,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_0deg,readout_normal,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_0deg,readout_strong,5.0,0.08726646259971647,1,False,0.0,0.0,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,0.0,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_90deg,readout_off,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_90deg,readout_weak,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_90deg,readout_normal,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_locked_90deg,readout_strong,5.0,0.08726646259971647,1,False,5.551115123125783e-17,0.0,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False
near_pi_05deg,Protocol_B,tau_independent_slow,readout_off,5.0,0.08726646259971647,2,True,0.020304203792404947,49.25088470467692,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,0.999732275819128,0.018404483823337175,0.0,0.0,0.375066935523784,False,False,False
near_pi_05deg,Protocol_B,tau_independent_slow,readout_weak,5.0,0.08726646259971647,2,True,0.02026525845378424,49.34553399753284,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,1.0001293538666047,0.018439853165222148,4.6973466388518e-06,4.6973466388518e-06,0.375787731108144,False,False,False
near_pi_05deg,Protocol_B,tau_independent_slow,readout_normal,5.0,0.08726646259971647,2,True,0.020110249110881242,49.72588825162392,0.0003736883902430582,4.7596471841673216e-07,4.7596471841673216e-07,0.007615435494667714,0.007615435494667714,1.0017183183396607,0.018581987134155542,2.3667768399706072e-05,2.3667768399706072e-05,0.3786842943952971,False,False,False
near_pi_05deg,Protocol_B,tau_independent_slow,readout_strong,5.0,0.08726646259971647,2,True,0.019539816241984233,51.1775539552593,0.0003736883902430582,1.9038588736669286e-06,1.9038588736669286e-06,0.007615435494667714,0.007615435494667714,1.0076861969796984,0.019124457754118102,9.743484023028844e-05,9.743484023028844e-05,0.3897393609211537,False,False,False
near_pi_05deg,Protocol_B,tau_independent_c1,readout_off,5.0,0.08726646259971647,2,True,0.023907518966475413,41.82784509769756,0.0003736883902430582,0.0,0.0,0.007615435494667717,0.007615435494667714,2.220446049250313e-15,0.015630580101894595,0.0,0.0,0.31853725622246903,False,False,False
near_pi_05deg,Protocol_B,tau_independent_c1,readout_weak,5.0,0.08726646259971647,2,True,0.023884582314991288,41.868012880105695,0.0003736883902430582,9.519294368334643e-08,9.519294368334643e-08,0.007615435494667714,0.007615435494667714,0.00015291033469400084,0.015645590335842324,3.985539392229525e-06,3.985539392229525e-06,0.31884315137836194,False,False,False
