candidate,fit_valid,loglog_slope,power_candidate_alpha,case_count,protocol,tau_mode,readout_mode,candidate_kind,alpha_near_positive_2,loglog_intercept,log_rmse,min_value,max_value
derived_envelope_over_A,True,-1.9108646286988755e-16,1.9108646286988755e-16,6,Protocol_F,tau_independent_c1,readout_off,derived_ratio,False,-1.144015836799954,4.440892098500626e-16,0.31853725622246903,0.31853725622246903
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_c1,readout_strong,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_c1,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_closure_relaxation,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_c1,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-1.5095830566721117e-14,1.5095830566721117e-14,6,Protocol_F,tau_independent_c1,readout_strong,native,False,-5.788384725698949,2.1740725816883917e-14,0.003062925647902226,0.003062925647902448
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_strong,area,False,1.1248753614109115,2.4634278677149357e-15,0.00375268307733001,3.3774147695970083
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_strong,constructed_reciprocal_control,True,-1.1248753614109115,2.4773827220362255e-15,0.2960844516349763,266.47600647147857
derived_f_AB_over_A,True,-1.0000000000000018,1.0000000000000018,6,Protocol_F,tau_independent_c1,readout_strong,derived_ratio,False,-6.5781745978105866,2.405198530604231e-15,0.001327719865289675,0.03983159595869024
derived_Q_raw_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_c1,readout_strong,derived_ratio,False,-9.418925001512944,3.552713678800501e-15,8.117323352640805e-05,8.117323352640807e-05
derived_closure_relaxation_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_c1,readout_strong,derived_ratio,False,-9.418925001512944,3.552713678800501e-15,8.117323352640805e-05,8.117323352640807e-05
derived_envelope_over_A,True,-1.9108646286988755e-16,1.9108646286988755e-16,6,Protocol_F,tau_independent_c1,readout_strong,derived_ratio,False,-1.1248753614109117,4.622227044373279e-16,0.3246929341056322,0.3246929341056323
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_c1,readout_weak,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_c1,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_closure_relaxation,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_c1,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-1.8497169605805114e-13,1.8497169605805114e-13,6,Protocol_F,tau_independent_c1,readout_weak,native,False,-8.785658856117097,4.97732418098819e-13,0.0001529103346937788,0.00015291033469400084
max_abs_A_chi_tau,True,2.000000000000001,-2.000000000000001,6,Protocol_F,tau_independent_c1,readout_weak,area,False,1.1430559855847904,1.773028835230401e-15,0.0038215331703986065,3.439379853358745
inv_A_chi_tau_constructed_control,True,-2.000000000000001,2.000000000000001,6,Protocol_F,tau_independent_c1,readout_weak,constructed_reciprocal_control,True,-1.1430559855847904,1.7737890383246296e-15,0.2907500894451785,261.67508050066056
derived_f_AB_over_A,True,-1.0000000000000013,1.0000000000000013,6,Protocol_F,tau_independent_c1,readout_weak,derived_ratio,False,-6.596355221984465,1.9186846773327266e-15,0.0013037991946535273,0.03911397583960581
derived_Q_raw_over_A,True,-7.643458514795502e-16,7.643458514795502e-16,6,Protocol_F,tau_independent_c1,readout_weak,derived_ratio,False,-12.432837899240814,4.5288390936029406e-15,3.985539392229525e-06,3.985539392229525e-06
derived_closure_relaxation_over_A,True,-7.643458514795502e-16,7.643458514795502e-16,6,Protocol_F,tau_independent_c1,readout_weak,derived_ratio,False,-12.432837899240814,4.5288390936029406e-15,3.985539392229525e-06,3.985539392229525e-06
derived_envelope_over_A,True,-9.554323143494377e-17,9.554323143494377e-17,6,Protocol_F,tau_independent_c1,readout_weak,derived_ratio,False,-1.1430559855847908,4.053961296325412e-16,0.31884315137836194,0.318843151378362
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_fast,readout_normal,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_fast,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_fast,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,0.0,-0.0,6,Protocol_F,tau_independent_fast,readout_normal,native,False,-1.0978494539087662,4.710277376051325e-16,0.33358770859725906,0.3335877085972593
max_abs_A_chi_tau,True,2.000000000000001,-2.000000000000001,6,Protocol_F,tau_independent_fast,readout_normal,area,False,0.721119495139483,1.4834742834934759e-15,0.00250606853674434,2.255461683069907
inv_A_chi_tau_constructed_control,True,-2.000000000000001,2.000000000000001,6,Protocol_F,tau_independent_fast,readout_normal,constructed_reciprocal_control,True,-0.721119495139483,1.5556333670847302e-15,0.44336820594482496,399.0313853503426
derived_f_AB_over_A,True,-1.0000000000000007,1.0000000000000007,6,Protocol_F,tau_independent_fast,readout_normal,derived_ratio,False,-6.174418731539157,2.145154682951613e-15,0.0019881786139736924,0.05964535841921079
derived_Q_raw_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_fast,readout_normal,derived_ratio,False,-10.401463496361407,3.552713678800501e-15,3.038797775483428e-05,3.0387977754834297e-05
derived_closure_relaxation_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_fast,readout_normal,derived_ratio,False,-10.401463496361407,3.552713678800501e-15,3.038797775483428e-05,3.0387977754834297e-05
derived_envelope_over_A,True,-1.672006550111516e-16,1.672006550111516e-16,6,Protocol_F,tau_independent_fast,readout_normal,derived_ratio,False,-0.7211194951394836,2.830524433501838e-16,0.4862076440773485,0.48620764407734873
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_fast,readout_off,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_independent_fast,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_independent_fast,readout_off,native,False,,,,
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_fast,readout_off,native,False,0.0,1.4541025714432712e-15,0.0012184696791468347,1.0966227112321512
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_off,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-1.9108646286988755e-16,1.9108646286988755e-16,6,Protocol_F,tau_independent_fast,readout_off,native,False,-1.0990587067914923,3.951312703709894e-16,0.33318456050212064,0.33318456050212086
max_abs_A_chi_tau,True,2.000000000000001,-2.000000000000001,6,Protocol_F,tau_independent_fast,readout_off,area,False,0.730467168138038,1.3355403098228942e-15,0.0025296042767613373,2.276643849085204
inv_A_chi_tau_constructed_control,True,-2.000000000000001,2.000000000000001,6,Protocol_F,tau_independent_fast,readout_off,constructed_reciprocal_control,True,-0.7304671681380377,1.3672731985056524e-15,0.439243055255137,395.31874972962333
derived_f_AB_over_A,True,-1.0000000000000007,1.0000000000000007,6,Protocol_F,tau_independent_fast,readout_off,derived_ratio,False,-6.183766404537712,2.465928387256741e-15,0.001969680362924818,0.05909041088774454
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_fast,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_fast,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,True,-2.866296943048313e-16,2.866296943048313e-16,6,Protocol_F,tau_independent_fast,readout_off,derived_ratio,False,-0.7304671681380375,2.6814433536895164e-16,0.4816839101437818,0.4816839101437821
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_fast,readout_strong,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_fast,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_closure_relaxation,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_fast,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-4.7771615717471887e-17,4.7771615717471887e-17,6,Protocol_F,tau_independent_fast,readout_strong,native,False,-1.0942370381271134,1.8129866073473578e-16,0.33479494530801013,0.33479494530801013
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_strong,area,False,0.6930749570203634,1.6739473330286717e-15,0.0024367633602631385,2.193087024236828
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_strong,constructed_reciprocal_control,True,-0.6930749570203634,1.6843465211802541e-15,0.4559782575650366,410.38043180853356
derived_f_AB_over_A,True,-1.0000000000000022,1.0000000000000022,6,Protocol_F,tau_independent_fast,readout_strong,derived_ratio,False,-6.146374193420039,2.5958017834115932e-15,0.0020447253726637573,0.06134176117991281
derived_Q_raw_over_A,True,-2.2930375544386505e-15,2.2930375544386505e-15,6,Protocol_F,tau_independent_fast,readout_strong,derived_ratio,False,-8.987124597122396,2.808666774861361e-15,0.00012500902826847053,0.0001250090282684708
derived_closure_relaxation_over_A,True,-2.2930375544386505e-15,2.2930375544386505e-15,6,Protocol_F,tau_independent_fast,readout_strong,derived_ratio,False,-8.987124597122396,2.808666774861361e-15,0.00012500902826847053,0.0001250090282684708
derived_envelope_over_A,True,-6.926884279033424e-16,6.926884279033424e-16,6,Protocol_F,tau_independent_fast,readout_strong,derived_ratio,False,-0.6930749570203637,3.9772232285729824e-16,0.5000361130738822,0.5000361130738832
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_fast,readout_weak,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_fast,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_closure_relaxation,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_fast,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,4.7771615717471887e-17,-4.7771615717471887e-17,6,Protocol_F,tau_independent_fast,readout_weak,native,False,-1.098816651105362,4.053961296325412e-16,0.33326521948110943,0.33326521948110954
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_weak,area,False,0.7285976555654027,1.9150676738517102e-15,0.0025248795675898404,2.272391610830857
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_fast,readout_weak,constructed_reciprocal_control,True,-0.7285976555654027,1.915469900412771e-15,0.44006499374215213,396.058494367937
derived_f_AB_over_A,True,-1.0000000000000018,1.0000000000000018,6,Protocol_F,tau_independent_fast,readout_weak,derived_ratio,False,-6.181896891965077,2.2130321853165884e-15,0.0019733661493659157,0.059200984480977485
derived_Q_raw_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_fast,readout_weak,derived_ratio,False,-12.018379569221425,2.7134298926013876e-15,6.032315831948479e-06,6.032315831948481e-06
derived_closure_relaxation_over_A,True,-1.5286917029591004e-15,1.5286917029591004e-15,6,Protocol_F,tau_independent_fast,readout_weak,derived_ratio,False,-12.018379569221425,2.7134298926013876e-15,6.032315831948479e-06,6.032315831948481e-06
derived_envelope_over_A,True,-7.165742357620783e-17,7.165742357620783e-17,6,Protocol_F,tau_independent_fast,readout_weak,derived_ratio,False,-0.7285976555654021,9.064933036736789e-17,0.4825852665558783,0.48258526655587847
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_slow,readout_normal,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_slow,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_slow,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,2.799118108445618e-19,-2.799118108445618e-19,6,Protocol_F,tau_independent_slow,readout_normal,native,False,0.0017168437197052095,3.8587038122166933e-19,1.0017183183396607,1.0017183183396607
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_normal,area,False,0.9710524173524093,2.218812368742452e-15,0.003217639857740998,2.8958758719668984
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_normal,constructed_reciprocal_control,True,-0.9710524173524093,2.210892196346135e-15,0.34531866841405506,310.7868015726496
derived_f_AB_over_A,True,-1.0000000000000009,1.0000000000000009,6,Protocol_F,tau_independent_slow,readout_normal,derived_ratio,False,-6.424351653752083,1.831026719408895e-15,0.0015484989278462956,0.04645496783538887
derived_Q_raw_over_A,True,-1.9108646286988757e-15,1.9108646286988757e-15,6,Protocol_F,tau_independent_slow,readout_normal,derived_ratio,False,-10.651396418574333,3.161050162967915e-15,2.366776839970607e-05,2.3667768399706076e-05
derived_closure_relaxation_over_A,True,-1.9108646286988757e-15,1.9108646286988757e-15,6,Protocol_F,tau_independent_slow,readout_normal,derived_ratio,False,-10.651396418574333,3.161050162967915e-15,2.366776839970607e-05,2.3667768399706076e-05
derived_envelope_over_A,True,-2.866296943048313e-16,2.866296943048313e-16,6,Protocol_F,tau_independent_slow,readout_normal,derived_ratio,False,-0.9710524173524095,3.2049378106392735e-16,0.3786842943952971,0.3786842943952972
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_slow,readout_off,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_independent_slow,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_independent_slow,readout_off,native,False,,,,
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_slow,readout_off,native,False,0.0,1.4541025714432712e-15,0.0012184696791468347,1.0966227112321512
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_off,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-9.4656844033936e-17,9.4656844033936e-17,6,Protocol_F,tau_independent_slow,readout_off,native,False,-0.0002677600253883796,6.734815340628927e-17,0.9997322758191278,0.9997322758191283
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_off,area,False,0.980650774209925,2.541594690882391e-15,0.003248672606784792,2.9238053461063123
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_off,constructed_reciprocal_control,True,-0.980650774209925,2.6657442655174105e-15,0.34202003267136755,307.81802940423074
derived_f_AB_over_A,True,-1.000000000000002,1.000000000000002,6,Protocol_F,tau_independent_slow,readout_off,derived_ratio,False,-6.4339500106096,2.538181250286301e-15,0.0015337069852780982,0.04601120955834294
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_slow,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_slow,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,True,-9.554323143494377e-17,9.554323143494377e-17,6,Protocol_F,tau_independent_slow,readout_off,derived_ratio,False,-0.980650774209925,3.172726562857876e-16,0.37506693552378395,0.375066935523784
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_slow,readout_strong,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_slow,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_closure_relaxation,True,1.9999999999999973,-1.9999999999999973,6,Protocol_F,tau_independent_slow,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,8.695926923571054e-17,-8.695926923571054e-17,6,Protocol_F,tau_independent_slow,readout_strong,native,False,0.00765680866123467,1.3109888854079074e-16,1.0076861969796984,1.0076861969796989
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_strong,area,False,0.9422770686043728,2.6624398167883086e-15,0.0031263705987174773,2.813733538845729
inv_A_chi_tau_constructed_control,True,-2.0,2.0,6,Protocol_F,tau_independent_slow,readout_strong,constructed_reciprocal_control,True,-0.9422770686043722,5.83197417843037e-16,0.3553996802448563,319.85971222037057
derived_f_AB_over_A,True,-1.0000000000000007,1.0000000000000007,6,Protocol_F,tau_independent_slow,readout_strong,derived_ratio,False,-6.395576305004045,1.2161883888976235e-15,0.0015937048128431754,0.047811144385295254
derived_Q_raw_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_F,tau_independent_slow,readout_strong,derived_ratio,False,-9.236326708706404,2.2932668186396043e-15,9.743484023028842e-05,9.743484023028847e-05
derived_closure_relaxation_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_F,tau_independent_slow,readout_strong,derived_ratio,False,-9.236326708706404,2.2932668186396043e-15,9.743484023028842e-05,9.743484023028847e-05
derived_envelope_over_A,True,4.7771615717471887e-17,-4.7771615717471887e-17,6,Protocol_F,tau_independent_slow,readout_strong,derived_ratio,False,-0.942277068604373,3.654191330661934e-16,0.3897393609211537,0.38973936092115385
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_slow,readout_weak,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_slow,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_closure_relaxation,True,1.999999999999999,-1.999999999999999,6,Protocol_F,tau_independent_slow,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_slow,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,5.831496059261705e-21,-5.831496059261705e-21,6,Protocol_F,tau_independent_slow,readout_weak,native,False,0.00012934550111472627,4.6947331210536226e-20,1.0001293538666047,1.0001293538666047
max_abs_A_chi_tau,True,2.000000000000001,-2.000000000000001,6,Protocol_F,tau_independent_slow,readout_weak,area,False,0.9787308399328795,1.2761264249670717e-15,0.003242441352605481,2.918197217344932
inv_A_chi_tau_constructed_control,True,-2.000000000000001,2.000000000000001,6,Protocol_F,tau_independent_slow,readout_weak,constructed_reciprocal_control,True,-0.9787308399328791,1.300021080252167e-15,0.3426773194273112,308.40958748458
derived_f_AB_over_A,True,-1.000000000000002,1.000000000000002,6,Protocol_F,tau_independent_slow,readout_weak,derived_ratio,False,-6.432030076332554,2.4725840765205216e-15,0.001536654430435178,0.046099632913055334
derived_Q_raw_over_A,True,-3.821729257397751e-16,3.821729257397751e-16,6,Protocol_F,tau_independent_slow,readout_weak,derived_ratio,False,-12.268512753588903,4.810397061208462e-15,4.6973466388517965e-06,4.6973466388518e-06
derived_closure_relaxation_over_A,True,-3.821729257397751e-16,3.821729257397751e-16,6,Protocol_F,tau_independent_slow,readout_weak,derived_ratio,False,-12.268512753588903,4.810397061208462e-15,4.6973466388517965e-06,4.6973466388518e-06
derived_envelope_over_A,True,4.7771615717471887e-17,-4.7771615717471887e-17,6,Protocol_F,tau_independent_slow,readout_weak,derived_ratio,False,-0.9787308399328792,4.486912934894983e-16,0.37578773110814373,0.375787731108144
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_off,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_strong,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_strong,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_strong,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_locked_0deg,readout_strong,native,False,,,,
