case,step,particle,distance,sin_distance,R_A,R_B,reduced_R,C_memory,delta_C_memory_forward,actual_Ra,predicted_Ra,balance_error
distance_-0.25,37,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,38,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,38,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,39,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,39,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,40,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,40,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,41,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,41,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,42,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,42,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,43,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,43,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,-5.169878828456423e-24,-0.0,-5.169878828456423e-24
distance_-0.25,44,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,44,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,45,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,45,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_-0.25,46,A,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_-0.25,46,B,-0.25,-0.24740395925452294,1.0,1.5625,0.6097560975609756,-1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,1,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,2.3571261361901966e-07,2.3571261361901966e-07,1.4372720342623149e-10,1.437272034262315e-10,-2.5849394142282115e-26
distance_+0.25,1,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,2.3571261361901966e-07,2.3571261361901966e-07,-1.4372720342623149e-10,-1.437272034262315e-10,2.5849394142282115e-26
distance_+0.25,2,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,4.714252272380393e-07,2.3571261361901966e-07,1.437272034262315e-10,1.437272034262315e-10,0.0
distance_+0.25,2,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,4.714252272380393e-07,2.3571261361901966e-07,-1.437272034262315e-10,-1.437272034262315e-10,0.0
distance_+0.25,3,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,7.07137840857059e-07,2.3571261361901966e-07,1.4372720342623143e-10,1.437272034262315e-10,-7.754818242684634e-26
distance_+0.25,3,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,7.07137840857059e-07,2.3571261361901966e-07,-1.4372720342623162e-10,-1.437272034262315e-10,-1.0339757656912846e-25
distance_+0.25,4,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,9.428504544760786e-07,2.3571261361901976e-07,1.4372720342623174e-10,1.4372720342623156e-10,1.809457589959748e-25
distance_+0.25,4,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,9.428504544760786e-07,2.3571261361901976e-07,-1.4372720342623143e-10,-1.4372720342623156e-10,1.2924697071141057e-25
distance_+0.25,5,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.1785630680950984e-06,2.3571261361901955e-07,1.4372720342623112e-10,1.4372720342623143e-10,-3.101927297073854e-25
distance_+0.25,5,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.1785630680950984e-06,2.3571261361901955e-07,-1.4372720342623112e-10,-1.4372720342623143e-10,3.101927297073854e-25
distance_+0.25,6,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.414275681714118e-06,2.3571261361901955e-07,1.4372720342623112e-10,1.4372720342623143e-10,-3.101927297073854e-25
distance_+0.25,6,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.414275681714118e-06,2.3571261361901955e-07,-1.4372720342623177e-10,-1.4372720342623143e-10,-3.360421238496675e-25
distance_+0.25,7,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.6499882953331375e-06,2.3571261361901976e-07,1.4372720342623236e-10,1.4372720342623156e-10,8.013312184107456e-25
distance_+0.25,7,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.6499882953331375e-06,2.3571261361901976e-07,-1.4372720342623177e-10,-1.4372720342623156e-10,-2.0679515313825692e-25
distance_+0.25,8,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,8,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,9,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,9,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,6.462348535570529e-25,-0.0,6.462348535570529e-25
distance_+0.25,10,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,10,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,11,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,11,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,12,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,12,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,13,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,13,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,-1.2924697071141057e-24,-0.0,-1.2924697071141057e-24
distance_+0.25,14,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,14,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,1.2924697071141057e-24,-0.0,1.2924697071141057e-24
distance_+0.25,15,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,15,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,16,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,16,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,17,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,17,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,18,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,18,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,19,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,19,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,20,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,20,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,21,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,21,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,22,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,22,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,23,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,23,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,24,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,24,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,-2.5849394142282115e-24,-0.0,-2.5849394142282115e-24
distance_+0.25,25,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,25,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,26,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,26,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,27,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,27,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,28,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,28,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,29,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,-3.308722450212111e-24,0.0,-3.308722450212111e-24
distance_+0.25,29,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,30,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,30,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,31,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,31,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,32,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,32,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,33,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,33,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,34,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,34,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,35,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,35,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,36,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,36,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,37,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,37,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,38,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,38,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,39,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,39,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,40,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,40,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,41,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,41,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,42,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,42,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,43,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,43,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,5.169878828456423e-24,-0.0,5.169878828456423e-24
distance_+0.25,44,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,44,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,45,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,45,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.25,46,A,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,0.0,0.0
distance_+0.25,46,B,0.25,0.24740395925452294,1.0,1.5625,0.6097560975609756,1.8857009089521573e-06,0.0,0.0,-0.0,0.0
distance_+0.50,1,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,4.5676975857869974e-07,4.5676975857869974e-07,2.7851814547481697e-10,2.785181454748169e-10,5.169878828456423e-26
distance_+0.50,1,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,4.5676975857869974e-07,4.5676975857869974e-07,-2.7851814547481697e-10,-2.785181454748169e-10,-5.169878828456423e-26
distance_+0.50,2,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,9.135395171573995e-07,4.567697585786998e-07,2.785181454748169e-10,2.7851814547481697e-10,-5.169878828456423e-26
distance_+0.50,2,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,9.135395171573995e-07,4.567697585786998e-07,-2.785181454748169e-10,-2.7851814547481697e-10,5.169878828456423e-26
distance_+0.50,3,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,1.3703092757360993e-06,4.567697585786997e-07,2.7851814547481707e-10,2.7851814547481686e-10,2.0679515313825692e-25
distance_+0.50,3,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,1.3703092757360993e-06,4.567697585786997e-07,-2.785181454748168e-10,-2.7851814547481686e-10,5.169878828456423e-26
distance_+0.50,4,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,1.827079034314799e-06,4.567697585786997e-07,2.7851814547481686e-10,2.7851814547481686e-10,0.0
distance_+0.50,4,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,1.827079034314799e-06,4.567697585786997e-07,-2.785181454748172e-10,-2.7851814547481686e-10,-3.101927297073854e-25
distance_+0.50,5,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,2.2838487928934987e-06,4.567697585786999e-07,2.7851814547481645e-10,2.78518145474817e-10,-5.686866711302065e-25
distance_+0.50,5,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,2.2838487928934987e-06,4.567697585786999e-07,-2.785181454748168e-10,-2.78518145474817e-10,2.0679515313825692e-25
distance_+0.50,6,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,2.7406185514721986e-06,4.567697585786995e-07,2.785181454748173e-10,2.7851814547481676e-10,5.169878828456423e-25
distance_+0.50,6,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,2.7406185514721986e-06,4.567697585786995e-07,-2.785181454748165e-10,-2.7851814547481676e-10,2.5849394142282115e-25
distance_+0.50,7,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.197388310050898e-06,4.567697585786999e-07,2.7851814547481645e-10,2.78518145474817e-10,-5.686866711302065e-25
distance_+0.50,7,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.197388310050898e-06,4.567697585786999e-07,-2.785181454748178e-10,-2.78518145474817e-10,-7.754818242684634e-25
distance_+0.50,8,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,8,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,1.2924697071141057e-24,-0.0,1.2924697071141057e-24
distance_+0.50,9,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,9,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,10,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,10,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,11,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,11,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,12,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,12,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,13,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,13,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,14,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,14,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,-2.5849394142282115e-24,-0.0,-2.5849394142282115e-24
distance_+0.50,15,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,15,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,16,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,3.308722450212111e-24,0.0,3.308722450212111e-24
distance_+0.50,16,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,17,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,17,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,18,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,18,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,19,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,19,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,20,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,20,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,21,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,21,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,22,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,22,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,23,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,23,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,24,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,24,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,25,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,25,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,5.169878828456423e-24,-0.0,5.169878828456423e-24
distance_+0.50,26,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,26,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,27,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,27,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,28,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,28,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,29,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,29,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,30,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,-6.617444900424222e-24,0.0,-6.617444900424222e-24
distance_+0.50,30,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,31,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24
distance_+0.50,31,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,32,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,32,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,33,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,33,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,34,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,34,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
distance_+0.50,35,A,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,0.0,0.0
distance_+0.50,35,B,0.5,0.479425538604203,1.0,1.5625,0.6097560975609756,3.654158068629598e-06,0.0,0.0,-0.0,0.0
