idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
1,0,2,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
2,0,3,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
3,0,4,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
4,0,5,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
5,0,6,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
6,0,7,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
7,0,8,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
8,0,9,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
9,0,10,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
10,0,11,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
11,0,12,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
12,0,13,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
13,0,14,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
14,0,15,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
15,0,16,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
16,0,17,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
17,0,18,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
18,0,19,19,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
19,0,20,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
20,0,21,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
21,0,22,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
22,0,23,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
23,0,24,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
24,0,25,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
25,0,26,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
26,0,27,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
27,0,28,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
28,0,29,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
29,0,30,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
30,0,31,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
31,0,32,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
32,0,33,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
33,0,34,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
34,0,35,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
35,0,36,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
36,0,37,1,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
37,1,2,1,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
38,1,3,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
39,1,4,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
40,1,5,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
41,1,6,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
42,1,7,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
43,1,8,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
44,1,9,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
45,1,10,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
46,1,11,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
47,1,12,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
48,1,13,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
49,1,14,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
50,1,15,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
51,1,16,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
52,1,17,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
53,1,18,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
54,1,19,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
55,1,20,19,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
56,1,21,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
57,1,22,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
58,1,23,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
59,1,24,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
60,1,25,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
61,1,26,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
62,1,27,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
63,1,28,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
64,1,29,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
65,1,30,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
66,1,31,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
67,1,32,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
68,1,33,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
69,1,34,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
70,1,35,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
71,1,36,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
72,1,37,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
73,2,3,1,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
74,2,4,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
75,2,5,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
76,2,6,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
77,2,7,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
78,2,8,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
79,2,9,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
80,2,10,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
81,2,11,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
82,2,12,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
83,2,13,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
84,2,14,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
85,2,15,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
86,2,16,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
87,2,17,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
88,2,18,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
89,2,19,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
90,2,20,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
91,2,21,19,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
92,2,22,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
93,2,23,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
94,2,24,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
95,2,25,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
96,2,26,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
97,2,27,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
98,2,28,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
99,2,29,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
100,2,30,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
101,2,31,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
102,2,32,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
103,2,33,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
104,2,34,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
105,2,35,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
106,2,36,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
107,2,37,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
108,3,4,1,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
109,3,5,2,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
110,3,6,3,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
111,3,7,4,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
112,3,8,5,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
113,3,9,6,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
114,3,10,7,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
115,3,11,8,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
116,3,12,9,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
117,3,13,10,0,0,3.7688918072220454e-02,0.0000000000000000e+00,3.7688918072220454e-02
118,3,14,11,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
119,3,15,12,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
120,3,16,13,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
121,3,17,14,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
122,3,18,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
123,3,19,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
124,3,20,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
125,3,21,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
126,3,22,19,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
127,3,23,18,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
128,3,24,17,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
129,3,25,16,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
130,3,26,15,1,90,2.3110657426887294e-18,3.7742567804819861e-02,3.7742567804819861e-02
