idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
1,0,2,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
2,0,3,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
3,0,4,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
4,0,5,5,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
5,0,6,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
6,0,7,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
7,0,8,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
8,0,9,9,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
9,0,10,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
10,0,11,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
11,0,12,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
12,0,13,5,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
13,0,14,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
14,0,15,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
15,0,16,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
16,0,17,1,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
17,1,2,1,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
18,1,3,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
19,1,4,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
20,1,5,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
21,1,6,5,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
22,1,7,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
23,1,8,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
24,1,9,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
25,1,10,9,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
26,1,11,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
27,1,12,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
28,1,13,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
29,1,14,5,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
30,1,15,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
31,1,16,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
32,1,17,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
33,2,3,1,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
34,2,4,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
35,2,5,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
36,2,6,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
37,2,7,5,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
38,2,8,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
39,2,9,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
40,2,10,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
41,2,11,9,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
42,2,12,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
43,2,13,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
44,2,14,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
45,2,15,5,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
46,2,16,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
47,2,17,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
48,3,4,1,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
49,3,5,2,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
50,3,6,3,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
51,3,7,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
52,3,8,5,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
53,3,9,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
54,3,10,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
55,3,11,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
56,3,12,9,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
57,3,13,8,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
58,3,14,7,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
59,3,15,6,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
60,3,16,5,1,90,4.9665986035230788e-18,8.1110710565381272e-02,8.1110710565381272e-02
61,3,17,4,0,0,8.0582296402538028e-02,0.0000000000000000e+00,8.0582296402538028e-02
