k_star_1,k_star_2,k_star_3,k_star_4,k_sat_01,k_sat_02,k_sat_03,k_sat_12,k_sat_13,k_sat_23,rank,sum_k
6,6,8,11,2,3,2,3,2,4,4,47
6,6,8,11,2,3,2,3,3,3,4,47
6,6,8,11,2,3,3,3,3,2,4,47
6,6,8,11,3,2,2,3,4,2,4,47
6,6,8,12,1,1,4,1,4,4,4,47
6,6,8,12,1,2,3,2,3,4,4,47
6,6,8,12,1,3,2,3,2,4,4,47
6,6,8,12,2,1,3,2,4,3,4,47
6,6,8,12,2,2,2,3,3,3,4,47
6,6,8,12,2,2,3,2,3,3,4,47
6,6,9,9,1,3,3,3,3,4,4,47
6,6,9,9,2,2,3,3,3,4,4,47
6,6,9,9,2,3,3,3,3,3,4,47
6,6,9,10,1,3,3,3,3,3,4,47
6,6,9,10,2,2,3,2,3,4,4,47
6,6,9,10,2,2,3,3,2,4,4,47
6,6,9,10,2,2,3,3,3,3,4,47
6,6,9,10,2,3,2,3,2,4,4,47
6,6,9,10,2,3,2,3,3,3,4,47
6,6,9,10,2,3,3,3,3,2,4,47
6,6,9,11,1,2,3,2,3,4,4,47
6,6,9,11,1,3,2,3,2,4,4,47
6,6,9,11,1,3,3,3,3,2,4,47
6,6,9,11,2,2,2,3,3,3,4,47
6,6,9,11,2,2,3,2,3,3,4,47
6,6,9,11,2,2,3,3,2,3,4,47
6,6,9,11,2,2,3,3,3,2,4,47
6,6,9,12,1,2,3,2,3,3,4,47
6,6,9,12,2,2,2,2,3,3,4,47
6,6,9,12,2,2,2,3,3,2,4,47
6,6,9,12,2,2,3,2,3,2,4,47
6,6,10,10,1,2,3,2,3,4,4,47
6,6,10,10,1,3,3,3,3,2,4,47
6,6,10,10,2,2,2,3,3,3,4,47
6,6,10,10,2,2,3,2,3,3,4,47
6,6,10,10,2,2,3,3,2,3,4,47
6,6,10,10,2,2,3,3,3,2,4,47
6,6,10,10,2,3,3,3,3,1,4,47
6,6,10,11,1,2,3,2,3,3,4,47
6,6,10,11,1,3,2,3,2,3,4,47
6,6,10,11,1,3,3,3,3,1,4,47
6,6,10,11,2,2,2,2,3,3,4,47
6,6,10,11,2,2,2,3,2,3,4,47
6,6,10,11,2,2,2,3,3,2,4,47
6,6,10,12,1,2,3,2,3,2,4,47
6,6,10,12,2,2,2,2,3,2,4,47
6,6,11,11,1,2,3,2,3,2,4,47
6,6,11,11,2,2,2,2,3,2,4,47
6,6,11,11,2,2,2,3,3,1,4,47
6,6,11,12,1,2,2,2,2,3,4,47
6,6,12,12,1,2,2,2,2,2,4,47
6,7,7,10,1,3,4,3,4,2,4,47
6,7,7,10,2,2,3,2,4,4,4,47
6,7,7,10,2,2,3,3,3,4,4,47
6,7,7,10,2,3,2,3,3,4,4,47
6,7,7,10,2,3,3,3,3,3,4,47
6,7,7,10,2,3,3,3,4,2,4,47
6,7,7,10,2,3,4,3,3,2,4,47
6,7,7,10,3,3,2,1,4,4,4,47
6,7,7,10,3,3,2,2,3,4,4,47
6,7,7,10,3,3,3,2,3,3,4,47
6,7,7,11,1,2,4,2,4,3,4,47
6,7,7,11,1,3,3,3,3,3,4,47
6,7,7,11,2,2,3,1,4,4,4,47
6,7,7,11,2,2,3,2,3,4,4,47
6,7,7,11,2,2,3,3,2,4,4,47
6,7,7,11,2,2,3,3,3,3,4,47
6,7,7,11,2,2,4,2,3,3,4,47
6,7,7,11,2,3,2,2,3,4,4,47
6,7,7,11,2,3,2,3,2,4,4,47
6,7,7,11,2,3,3,2,3,3,4,47
6,7,7,11,2,3,3,3,2,3,4,47
6,7,7,11,2,3,4,2,3,2,4,47
6,7,7,11,3,3,3,1,3,3,4,47
6,7,7,11,3,3,4,2,2,2,4,47
6,7,7,12,1,1,4,1,4,4,4,47
6,7,7,12,1,2,3,2,3,4,4,47
6,7,7,12,1,3,2,3,2,4,4,47
6,7,7,12,2,2,2,3,3,3,4,47
6,7,7,12,2,2,3,2,3,3,4,47
6,7,7,12,2,2,4,1,3,3,4,47
6,7,7,12,2,3,3,2,2,3,4,47
6,7,7,12,3,3,4,1,2,2,4,47
6,7,8,9,1,3,3,3,3,4,4,47
6,7,8,9,2,2,3,2,4,4,4,47
6,7,8,9,2,2,3,3,3,4,4,47
6,7,8,9,2,2,3,3,4,3,4,47
6,7,8,9,2,3,2,3,3,4,4,47
6,7,8,9,2,3,3,3,3,3,4,47
6,7,8,9,3,2,2,3,4,3,4,47
6,7,8,9,3,2,3,3,2,4,4,47
6,7,8,9,3,2,3,3,3,3,4,47
6,7,8,9,3,3,2,1,4,4,4,47
6,7,8,9,3,3,2,2,3,4,4,47
6,7,8,9,3,3,2,3,3,3,4,47
6,7,8,9,3,3,3,2,3,3,4,47
6,7,8,9,3,3,3,3,2,3,4,47
6,7,8,9,3,3,3,3,3,2,4,47
6,7,8,10,1,3,3,3,3,3,4,47
6,7,8,10,2,2,3,1,4,4,4,47
6,7,8,10,2,2,3,2,3,4,4,47
6,7,8,10,2,2,3,2,4,3,4,47
6,7,8,10,2,2,3,3,2,4,4,47
6,7,8,10,2,2,3,3,3,3,4,47
6,7,8,10,2,2,3,3,4,2,4,47
6,7,8,10,2,3,2,2,3,4,4,47
6,7,8,10,2,3,2,3,2,4,4,47
6,7,8,10,2,3,2,3,3,3,4,47
6,7,8,10,2,3,3,2,3,3,4,47
6,7,8,10,2,3,3,3,2,3,4,47
6,7,8,10,2,3,3,3,3,2,4,47
6,7,8,10,2,3,4,2,3,2,4,47
6,7,8,10,3,1,3,3,3,3,4,47
6,7,8,10,3,2,2,3,3,3,4,47
6,7,8,10,3,2,2,3,4,2,4,47
6,7,8,10,3,2,3,3,2,3,4,47
6,7,8,10,3,2,3,3,3,2,4,47
6,7,8,10,3,3,2,2,3,3,4,47
6,7,8,10,3,3,3,1,3,3,4,47
6,7,8,10,3,3,3,2,2,3,4,47
6,7,8,10,3,3,3,2,3,2,4,47
6,7,8,10,3,3,4,2,2,2,4,47
6,7,8,11,1,1,4,1,4,4,4,47
6,7,8,11,1,2,3,2,3,4,4,47
6,7,8,11,1,3,2,3,2,4,4,47
6,7,8,11,1,3,3,3,3,2,4,47
6,7,8,11,2,1,3,2,4,3,4,47
6,7,8,11,2,2,2,3,3,3,4,47
6,7,8,11,2,2,3,2,3,3,4,47
6,7,8,11,2,2,3,3,2,3,4,47
6,7,8,11,2,2,3,3,3,2,4,47
6,7,8,11,2,2,4,1,3,3,4,47
6,7,8,11,2,3,3,2,2,3,4,47
6,7,8,11,2,3,3,2,3,2,4,47
6,7,8,11,3,1,2,3,4,2,4,47
6,7,8,11,3,3,4,1,2,2,4,47
6,7,8,12,1,2,3,2,3,3,4,47
6,7,8,12,2,1,3,2,3,3,4,47
6,7,8,12,2,2,2,2,3,3,4,47
6,7,8,12,2,2,2,3,3,2,4,47
6,7,8,12,2,2,3,1,3,3,4,47
6,7,8,12,2,2,3,2,2,3,4,47
6,7,8,12,2,2,3,2,3,2,4,47
6,7,9,9,1,3,3,3,3,3,4,47
6,7,9,9,2,2,3,2,3,4,4,47
6,7,9,9,2,2,3,3,2,4,4,47
6,7,9,9,2,2,3,3,3,3,4,47
6,7,9,9,2,3,3,2,3,3,4,47
6,7,9,9,2,3,3,3,3,2,4,47
6,7,9,9,3,2,2,3,3,3,4,47
6,7,9,9,3,2,2,4,4,1,4,47
6,7,9,9,3,2,3,3,2,3,4,47
6,7,9,9,3,3,3,2,2,3,4,47
6,7,9,9,3,3,3,2,3,2,4,47
6,7,9,9,3,3,3,3,3,1,4,47
6,7,9,10,1,2,3,2,3,4,4,47
6,7,9,10,1,3,2,3,2,4,4,47
6,7,9,10,1,3,3,3,3,2,4,47
6,7,9,10,2,2,2,3,3,3,4,47
6,7,9,10,2,2,3,2,3,3,4,47
6,7,9,10,2,2,3,3,2,3,4,47
6,7,9,10,2,2,3,3,3,2,4,47
6,7,9,10,2,3,2,2,3,3,4,47
6,7,9,10,2,3,2,3,2,3,4,47
6,7,9,10,2,3,3,2,2,3,4,47
6,7,9,10,2,3,3,2,3,2,4,47
6,7,9,10,2,3,3,3,2,2,4,47
6,7,9,10,2,3,3,3,3,1,4,47
6,7,9,10,3,2,2,3,3,2,4,47
6,7,9,10,3,2,3,3,2,2,4,47
6,7,9,10,3,3,3,2,2,2,4,47
6,7,9,11,1,2,3,2,3,3,4,47
6,7,9,11,1,3,2,3,2,3,4,47
6,7,9,11,2,1,3,2,3,3,4,47
6,7,9,11,2,2,2,2,3,3,4,47
6,7,9,11,2,2,2,3,2,3,4,47
6,7,9,11,2,2,2,3,3,2,4,47
6,7,9,11,2,2,3,1,3,3,4,47
6,7,9,11,2,2,3,2,2,3,4,47
6,7,9,11,2,2,3,2,3,2,4,47
6,7,9,11,2,3,2,2,2,3,4,47
6,7,9,11,2,3,3,2,2,2,4,47
6,7,9,12,1,2,3,2,3,2,4,47
6,7,9,12,2,1,3,2,2,3,4,47
6,7,9,12,2,2,2,1,3,3,4,47
6,7,9,12,2,2,2,2,3,2,4,47
6,7,9,12,2,2,3,2,2,2,4,47
6,7,10,10,1,2,3,2,3,3,4,47
6,7,10,10,1,3,3,3,3,1,4,47
6,7,10,10,2,2,2,2,3,3,4,47
6,7,10,10,2,2,2,3,3,2,4,47
6,7,10,10,2,2,3,2,2,3,4,47
6,7,10,10,2,3,3,2,2,2,4,47
6,7,10,10,3,2,2,3,3,1,4,47
6,7,10,10,3,3,3,2,2,1,4,47
6,7,10,11,1,2,3,2,3,2,4,47
6,7,10,11,2,2,2,2,3,2,4,47
6,7,10,11,2,2,2,3,2,2,4,47
6,7,10,11,2,2,2,3,3,1,4,47
6,7,10,11,2,2,3,2,2,2,4,47
6,7,10,11,2,3,3,2,2,1,4,47
6,7,10,12,1,2,2,2,2,3,4,47
6,7,11,11,1,2,2,2,2,3,4,47
6,7,11,11,2,2,2,2,2,2,4,47
6,7,11,12,1,2,2,2,2,2,4,47
6,7,12,12,1,2,2,2,2,1,4,47
6,8,8,8,2,2,3,3,3,4,4,47
6,8,8,8,2,3,3,3,3,3,4,47
6,8,8,8,2,3,3,4,4,1,4,47
6,8,8,8,3,3,3,2,3,3,4,47
6,8,8,9,1,3,3,3,3,3,4,47
6,8,8,9,2,2,3,1,4,4,4,47
6,8,8,9,2,2,3,2,3,4,4,47
6,8,8,9,2,2,3,3,2,4,4,47
6,8,8,9,2,2,3,3,3,3,4,47
6,8,8,9,2,3,2,2,3,4,4,47
6,8,8,9,2,3,2,3,2,4,4,47
6,8,8,9,2,3,2,3,3,3,4,47
6,8,8,9,2,3,2,4,1,4,4,47
6,8,8,9,2,3,3,2,3,3,4,47
6,8,8,9,2,3,3,3,2,3,4,47
6,8,8,9,2,3,3,3,3,2,4,47
6,8,8,9,3,3,2,2,3,3,4,47
6,8,8,9,3,3,3,1,3,3,4,47
6,8,8,9,3,3,3,2,2,3,4,47
6,8,8,9,3,3,3,3,1,3,4,47
6,8,8,9,3,3,3,3,2,2,4,47
6,8,8,10,1,2,3,2,3,4,4,47
6,8,8,10,1,3,2,3,2,4,4,47
6,8,8,10,1,3,3,3,3,2,4,47
6,8,8,10,2,2,2,3,3,3,4,47
6,8,8,10,2,2,3,2,3,3,4,47
6,8,8,10,2,2,3,3,2,3,4,47
6,8,8,10,2,3,2,3,2,3,4,47
6,8,8,10,2,3,3,2,2,3,4,47
6,8,8,10,2,3,3,2,3,2,4,47
6,8,8,10,2,3,3,3,2,2,4,47
6,8,8,10,3,3,2,1,3,3,4,47
6,8,8,10,3,3,3,2,2,2,4,47
6,8,8,10,3,3,4,1,2,2,4,47
6,8,8,11,1,2,3,2,3,3,4,47
6,8,8,11,1,3,2,3,2,3,4,47
6,8,8,11,2,2,2,2,3,3,4,47
6,8,8,11,2,2,2,3,2,3,4,47
6,8,8,11,2,2,3,1,3,3,4,47
6,8,8,11,2,2,3,2,2,3,4,47
6,8,8,11,2,3,2,2,2,3,4,47
6,8,8,11,2,3,3,2,2,2,4,47
6,8,8,11,3,3,3,1,2,2,4,47
6,8,8,12,1,2,3,2,3,2,4,47
6,8,8,12,2,2,2,1,3,3,4,47
6,8,8,12,2,2,2,2,2,3,4,47
6,8,8,12,2,2,3,2,2,2,4,47
6,8,9,9,1,2,3,2,3,4,4,47
6,8,9,9,1,3,3,3,3,2,4,47
6,8,9,9,2,2,2,3,3,3,4,47
6,8,9,9,2,2,3,2,3,3,4,47
6,8,9,9,2,2,3,3,2,3,4,47
6,8,9,9,2,2,3,3,3,2,4,47
6,8,9,9,2,3,3,2,2,3,4,47
6,8,9,9,2,3,3,2,3,2,4,47
6,8,9,9,2,3,3,3,3,1,4,47
6,8,9,9,3,2,2,3,3,2,4,47
6,8,9,9,3,2,3,3,1,3,4,47
6,8,9,9,3,2,3,3,2,2,4,47
6,8,9,9,3,3,3,2,2,2,4,47
6,8,9,10,1,2,3,2,3,3,4,47
6,8,9,10,1,3,2,3,2,3,4,47
6,8,9,10,1,3,3,3,3,1,4,47
6,8,9,10,2,1,3,2,3,3,4,47
6,8,9,10,2,2,2,2,3,3,4,47
6,8,9,10,2,2,2,3,2,3,4,47
6,8,9,10,2,2,2,3,3,2,4,47
6,8,9,10,2,2,3,1,3,3,4,47
6,8,9,10,2,2,3,2,2,3,4,47
6,8,9,10,2,2,3,2,3,2,4,47
6,8,9,10,2,3,2,2,2,3,4,47
6,8,9,10,2,3,3,2,2,2,4,47
6,8,9,10,3,2,2,3,3,1,4,47
6,8,9,10,3,3,3,1,2,2,4,47
6,8,9,10,3,3,3,2,2,1,4,47
6,8,9,11,1,2,3,2,3,2,4,47
6,8,9,11,2,1,3,2,2,3,4,47
6,8,9,11,2,2,2,1,3,3,4,47
6,8,9,11,2,2,2,2,2,3,4,47
6,8,9,11,2,2,2,2,3,2,4,47
6,8,9,11,2,2,2,3,2,2,4,47
6,8,9,11,2,2,2,3,3,1,4,47
6,8,9,11,2,2,3,2,2,2,4,47
6,8,9,12,1,1,3,1,3,3,4,47
6,8,9,12,1,2,2,2,2,3,4,47
6,8,9,12,2,1,2,2,3,2,4,47
6,8,9,12,2,2,2,2,2,2,4,47
6,8,9,12,2,2,3,1,2,2,4,47
6,8,10,10,1,2,3,2,3,2,4,47
6,8,10,10,2,2,2,1,3,3,4,47
6,8,10,10,2,2,2,2,2,3,4,47
6,8,10,10,2,2,2,2,3,2,4,47
6,8,10,10,2,2,2,3,3,1,4,47
6,8,10,10,2,2,3,2,2,2,4,47
6,8,10,10,2,3,3,2,2,1,4,47
6,8,10,11,1,2,2,2,2,3,4,47
6,8,10,11,2,2,2,2,2,2,4,47
6,8,10,11,2,2,3,1,2,2,4,47
6,8,10,12,1,2,2,2,2,2,4,47
6,8,11,11,1,2,2,2,2,2,4,47
6,8,11,11,2,2,2,2,2,1,4,47
6,8,11,12,1,2,2,2,2,1,4,47
6,9,9,9,2,2,2,2,3,3,4,47
6,9,9,9,2,2,3,1,3,3,4,47
6,9,9,9,2,2,3,2,2,3,4,47
6,9,9,9,2,3,3,2,2,2,4,47
6,9,9,9,3,3,3,1,2,2,4,47
6,9,9,10,1,2,3,2,3,2,4,47
6,9,9,10,2,2,2,1,3,3,4,47
6,9,9,10,2,2,2,2,2,3,4,47
6,9,9,10,2,2,2,3,1,3,4,47
6,9,9,10,2,2,2,3,2,2,4,47
6,9,9,10,2,2,3,2,2,2,4,47
6,9,9,10,2,3,3,2,2,1,4,47
6,9,9,11,1,1,3,1,3,3,4,47
6,9,9,11,1,2,2,2,2,3,4,47
6,9,9,11,2,2,2,2,2,2,4,47
6,9,9,11,2,2,3,1,2,2,4,47
6,9,9,12,1,2,2,2,2,2,4,47
6,9,9,12,2,2,2,1,2,2,4,47
6,9,10,10,1,2,2,2,2,3,4,47
6,9,10,10,2,2,2,2,2,2,4,47
6,9,10,10,2,2,3,1,2,2,4,47
6,9,10,10,3,3,3,1,1,1,4,47
6,9,10,11,1,2,2,2,2,2,4,47
6,9,10,11,2,2,2,1,2,2,4,47
6,9,10,11,2,2,2,2,1,2,4,47
6,9,10,11,2,2,2,2,2,1,4,47
6,9,11,11,1,2,2,2,2,1,4,47
6,10,10,10,2,2,2,1,2,2,4,47
6,10,11,11,2,2,2,1,1,1,4,47
7,7,7,8,3,3,3,3,3,3,4,47
7,7,7,9,1,3,4,3,4,2,4,47
7,7,7,9,2,3,3,3,3,3,4,47
7,7,7,9,3,3,2,3,3,3,4,47
7,7,7,10,1,2,4,2,4,3,4,47
7,7,7,10,1,3,3,3,3,3,4,47
7,7,7,10,2,2,3,2,3,4,4,47
7,7,7,10,2,2,3,3,2,4,4,47
7,7,7,10,2,2,3,3,3,3,4,47
7,7,7,10,2,3,2,3,2,4,4,47
7,7,7,10,2,3,2,3,3,3,4,47
7,7,7,10,2,3,3,3,3,2,4,47
7,7,7,11,1,1,4,1,4,4,4,47
7,7,7,11,1,2,3,2,3,4,4,47
7,7,7,11,1,3,2,3,2,4,4,47
7,7,7,11,1,3,3,3,3,2,4,47
7,7,7,11,2,2,2,3,3,3,4,47
7,7,7,11,2,2,3,2,3,3,4,47
7,7,7,12,1,2,3,2,3,3,4,47
7,7,7,12,2,2,2,2,3,3,4,47
7,7,8,8,2,3,3,3,3,3,4,47
7,7,8,8,3,2,3,3,3,3,4,47
7,7,8,8,3,3,3,3,3,2,4,47
7,7,8,9,1,3,3,3,3,3,4,47
7,7,8,9,2,1,4,2,3,4,4,47
7,7,8,9,2,2,3,2,3,4,4,47
7,7,8,9,2,2,3,3,2,4,4,47
7,7,8,9,2,2,3,3,3,3,4,47
7,7,8,9,2,3,2,3,2,4,4,47
7,7,8,9,2,3,2,3,3,3,4,47
7,7,8,9,2,3,3,3,3,2,4,47
7,7,8,9,3,1,3,3,3,3,4,47
7,7,8,9,3,2,2,3,3,3,4,47
7,7,8,9,3,2,2,3,4,2,4,47
7,7,8,9,3,2,3,2,3,3,4,47
7,7,8,9,3,2,3,3,2,3,4,47
7,7,8,9,3,2,3,3,3,2,4,47
7,7,8,9,3,3,3,3,3,1,4,47
7,7,8,10,1,1,4,1,4,4,4,47
7,7,8,10,1,2,3,2,3,4,4,47
7,7,8,10,1,3,2,3,2,4,4,47
7,7,8,10,1,3,3,3,3,2,4,47
7,7,8,10,2,1,3,2,4,3,4,47
7,7,8,10,2,2,2,3,3,3,4,47
7,7,8,10,2,2,3,2,3,3,4,47
7,7,8,10,2,2,3,3,2,3,4,47
7,7,8,10,2,2,3,3,3,2,4,47
7,7,8,10,2,3,2,3,2,3,4,47
7,7,8,10,2,3,3,3,3,1,4,47
7,7,8,10,3,1,2,3,4,2,4,47
7,7,8,10,3,1,3,3,2,3,4,47
7,7,8,10,3,2,2,3,3,2,4,47
7,7,8,10,3,2,3,2,3,2,4,47
7,7,8,11,1,2,3,2,3,3,4,47
7,7,8,11,1,3,2,3,2,3,4,47
7,7,8,11,2,1,3,2,3,3,4,47
7,7,8,11,2,2,2,2,3,3,4,47
7,7,8,11,2,2,2,3,2,3,4,47
7,7,8,11,2,2,2,3,3,2,4,47
7,7,8,11,2,2,3,2,3,2,4,47
7,7,8,11,3,1,2,3,3,2,4,47
7,7,8,11,3,2,2,2,3,2,4,47
7,7,8,12,1,2,3,2,3,2,4,47
7,7,8,12,2,1,3,2,2,3,4,47
7,7,8,12,2,2,2,2,2,3,4,47
7,7,8,12,2,2,2,2,3,2,4,47
7,7,9,9,1,2,3,2,3,4,4,47
7,7,9,9,1,3,3,3,3,2,4,47
7,7,9,9,2,2,2,3,3,3,4,47
7,7,9,9,2,2,3,2,3,3,4,47
7,7,9,9,2,2,3,3,2,3,4,47
7,7,9,9,2,2,3,3,3,2,4,47
7,7,9,9,2,3,3,3,3,1,4,47
7,7,9,9,3,1,3,3,2,3,4,47
7,7,9,9,3,2,2,3,3,2,4,47
7,7,9,9,3,2,3,3,2,2,4,47
7,7,9,10,1,2,3,2,3,3,4,47
7,7,9,10,1,3,2,3,2,3,4,47
7,7,9,10,1,3,3,3,3,1,4,47
7,7,9,10,2,1,3,2,3,3,4,47
7,7,9,10,2,2,2,2,3,3,4,47
7,7,9,10,2,2,2,3,2,3,4,47
7,7,9,10,2,2,2,3,3,2,4,47
7,7,9,10,2,2,3,2,3,2,4,47
7,7,9,10,3,1,2,3,3,2,4,47
7,7,9,10,3,2,2,3,3,1,4,47
7,7,9,11,1,2,3,2,3,2,4,47
7,7,9,11,2,1,3,2,2,3,4,47
7,7,9,11,2,2,2,2,2,3,4,47
7,7,9,11,2,2,2,2,3,2,4,47
7,7,9,11,2,2,2,3,3,1,4,47
7,7,9,12,1,1,3,1,3,3,4,47
7,7,9,12,1,2,2,2,2,3,4,47
7,7,9,12,2,1,2,2,3,2,4,47
7,7,9,12,2,2,2,2,2,2,4,47
7,7,10,10,1,2,3,2,3,2,4,47
7,7,10,10,2,1,3,2,2,3,4,47
7,7,10,10,2,2,2,2,2,3,4,47
7,7,10,10,2,2,2,2,3,2,4,47
7,7,10,10,2,2,2,3,3,1,4,47
7,7,10,11,1,2,2,2,2,3,4,47
7,7,10,11,2,2,2,2,2,2,4,47
7,7,10,12,1,2,2,2,2,2,4,47
7,7,11,11,1,2,2,2,2,2,4,47
7,7,11,11,2,2,2,2,2,1,4,47
7,7,11,12,1,2,2,2,2,1,4,47
7,8,8,8,1,3,3,3,3,3,4,47
7,8,8,8,2,2,3,1,4,4,4,47
7,8,8,8,2,2,3,3,3,3,4,47
7,8,8,8,2,3,3,2,3,3,4,47
7,8,8,8,2,3,3,3,3,2,4,47
7,8,8,8,3,3,3,1,3,3,4,47
7,8,8,8,3,3,3,2,2,3,4,47
7,8,8,9,1,1,4,1,4,4,4,47
7,8,8,9,1,2,3,2,3,4,4,47
7,8,8,9,1,3,2,3,2,4,4,47
7,8,8,9,1,3,3,3,3,2,4,47
7,8,8,9,2,2,2,3,3,3,4,47
7,8,8,9,2,2,3,2,3,3,4,47
7,8,8,9,2,2,3,3,2,3,4,47
7,8,8,9,2,3,2,2,3,3,4,47
7,8,8,9,2,3,2,3,2,3,4,47
7,8,8,9,2,3,2,3,3,2,4,47
7,8,8,9,2,3,3,2,2,3,4,47
7,8,8,9,2,3,3,2,3,2,4,47
7,8,8,9,2,3,3,3,2,2,4,47
7,8,8,9,2,3,3,3,3,1,4,47
7,8,8,9,3,3,1,2,3,3,4,47
7,8,8,9,3,3,2,1,3,3,4,47
7,8,8,9,3,3,2,2,2,3,4,47
7,8,8,9,3,3,3,2,2,2,4,47
7,8,8,10,1,2,3,2,3,3,4,47
7,8,8,10,1,3,2,3,2,3,4,47
7,8,8,10,1,3,3,3,3,1,4,47
7,8,8,10,2,2,2,2,3,3,4,47
7,8,8,10,2,2,2,3,2,3,4,47
7,8,8,10,2,2,3,1,3,3,4,47
7,8,8,10,2,2,3,2,2,3,4,47
7,8,8,10,2,3,2,2,2,3,4,47
7,8,8,10,2,3,2,3,1,3,4,47
7,8,8,10,2,3,3,2,2,2,4,47
7,8,8,10,3,3,3,1,2,2,4,47
7,8,8,11,1,2,3,2,3,2,4,47
7,8,8,11,2,2,2,1,3,3,4,47
7,8,8,11,2,2,2,2,2,3,4,47
7,8,8,11,2,2,3,2,2,2,4,47
7,8,8,12,1,1,3,1,3,3,4,47
7,8,8,12,1,2,2,2,2,3,4,47
7,8,8,12,2,2,2,2,2,2,4,47
7,8,8,12,2,2,3,1,2,2,4,47
7,8,9,9,1,2,3,2,3,3,4,47
7,8,9,9,1,3,3,3,3,1,4,47
7,8,9,9,2,1,3,2,3,3,4,47
7,8,9,9,2,2,2,2,3,3,4,47
7,8,9,9,2,2,2,3,3,2,4,47
7,8,9,9,2,2,3,1,3,3,4,47
7,8,9,9,2,2,3,2,2,3,4,47
7,8,9,9,2,2,3,2,3,2,4,47
7,8,9,9,2,3,3,2,2,2,4,47
7,8,9,9,3,1,2,3,3,2,4,47
7,8,9,9,3,1,3,3,1,3,4,47
7,8,9,9,3,2,2,2,3,2,4,47
7,8,9,9,3,2,2,3,3,1,4,47
7,8,9,9,3,2,3,2,2,2,4,47
7,8,9,9,3,3,3,1,2,2,4,47
7,8,9,9,3,3,3,2,2,1,4,47
7,8,9,10,1,2,3,2,3,2,4,47
7,8,9,10,1,3,2,3,2,2,4,47
7,8,9,10,2,1,3,2,2,3,4,47
7,8,9,10,2,2,2,1,3,3,4,47
7,8,9,10,2,2,2,2,2,3,4,47
7,8,9,10,2,2,2,2,3,2,4,47
7,8,9,10,2,2,2,3,1,3,4,47
7,8,9,10,2,2,2,3,2,2,4,47
7,8,9,10,2,2,2,3,3,1,4,47
7,8,9,10,2,2,3,2,2,2,4,47
7,8,9,10,2,3,2,2,2,2,4,47
7,8,9,10,2,3,3,2,2,1,4,47
7,8,9,10,3,2,3,2,1,2,4,47
7,8,9,11,1,1,3,1,3,3,4,47
7,8,9,11,1,2,2,2,2,3,4,47
7,8,9,11,2,1,2,2,3,2,4,47
7,8,9,11,2,2,2,2,2,2,4,47
7,8,9,11,2,2,3,1,2,2,4,47
7,8,9,12,1,2,2,2,2,2,4,47
7,8,9,12,2,1,2,2,2,2,4,47
7,8,9,12,2,2,2,1,2,2,4,47
7,8,10,10,1,1,3,1,3,3,4,47
7,8,10,10,1,2,2,2,2,3,4,47
7,8,10,10,2,1,2,2,3,2,4,47
7,8,10,10,2,2,2,2,2,2,4,47
7,8,10,10,2,2,3,1,2,2,4,47
7,8,10,10,3,3,3,1,1,1,4,47
7,8,10,11,1,2,2,2,2,2,4,47
7,8,10,11,2,1,2,2,2,2,4,47
7,8,10,11,2,2,2,1,2,2,4,47
7,8,10,11,2,2,2,2,2,1,4,47
7,8,10,12,1,2,2,2,2,1,4,47
7,8,11,11,1,2,2,2,2,1,4,47
7,9,9,9,1,2,3,2,3,2,4,47
7,9,9,9,2,2,2,1,3,3,4,47
7,9,9,9,2,2,2,2,2,3,4,47
7,9,9,9,2,2,3,2,2,2,4,47
7,9,9,9,2,3,3,2,2,1,4,47
7,9,9,10,1,1,3,1,3,3,4,47
7,9,9,10,1,2,2,2,2,3,4,47
7,9,9,10,2,2,1,3,2,2,4,47
7,9,9,10,2,2,2,2,2,2,4,47
7,9,9,10,2,2,3,1,2,2,4,47
7,9,9,10,2,3,2,2,1,2,4,47
7,9,9,10,3,3,3,1,1,1,4,47
7,9,9,11,1,2,2,2,2,2,4,47
7,9,9,11,2,2,2,1,2,2,4,47
7,9,9,11,2,2,2,2,1,2,4,47
7,9,10,10,1,2,2,2,2,2,4,47
7,9,10,10,2,1,2,2,2,2,4,47
7,9,10,10,2,2,2,1,2,2,4,47
7,9,10,10,2,2,2,2,2,1,4,47
7,9,10,11,1,2,2,2,2,1,4,47
7,9,10,12,1,1,2,1,2,2,4,47
7,9,11,11,2,2,2,1,1,1,4,47
7,10,10,10,1,2,2,2,2,1,4,47
7,10,10,11,1,1,2,1,2,2,4,47
7,10,10,11,2,2,2,1,1,1,4,47
8,8,8,8,1,1,4,1,4,4,4,47
8,8,8,8,1,3,3,3,3,2,4,47
8,8,8,8,2,2,2,3,3,3,4,47
8,8,8,8,2,2,3,2,3,3,4,47
8,8,8,8,2,2,3,3,2,3,4,47
8,8,8,9,1,2,3,2,3,3,4,47
8,8,8,9,1,3,2,3,2,3,4,47
8,8,8,9,1,3,3,3,3,1,4,47
8,8,8,9,2,2,2,2,3,3,4,47
8,8,8,9,2,2,2,3,2,3,4,47
8,8,8,9,2,3,1,3,2,3,4,47
8,8,8,9,2,3,2,3,2,2,4,47
8,8,8,10,1,2,3,2,3,2,4,47
8,8,8,10,1,3,2,3,2,2,4,47
8,8,8,10,2,2,2,2,2,3,4,47
8,8,8,10,2,2,2,3,1,3,4,47
8,8,8,10,2,2,2,3,2,2,4,47
8,8,8,11,1,1,3,1,3,3,4,47
8,8,8,11,1,2,2,2,2,3,4,47
